partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
Shelton Property Management,shelton,https://www.secondnature.com/property-management/shelton,2026-03-13,http://sheltonproperties.homes/,false,Error,,,,site unreachable,
Sherman and Hemstreet,sherman-and-hemstreet,https://www.secondnature.com/property-management/sherman-and-hemstreet,2026-03-13,http://www.shermanandhemstreet.com/,true,Rent Manager,https://shermanandhemstreet.com/employee-login/,,,employee login (link) via page-source,
Short South Realty Group,short-south,https://www.secondnature.com/property-management/short-south,2026-03-13,http://shortsouth.com/,true,AppFolio,,,,,
S.I.G. Property Management,SIG-rentals,https://www.secondnature.com/property-management/SIG-rentals,2026-03-13,http://sigrentals.com/,true,AppFolio,https://www.sigrentals.com/tenant-portal,AppFolio,https://www.sigrentals.com/owner-portal,tenant portal (link) via page-source,
Skyline Property Management,skyline,https://www.secondnature.com/property-management/skyline,2026-03-13,http://phillyskylinepm.com/,true,AppFolio,https://skylinepropertymgmt.appfolio.com/connect,AppFolio,https://skylinepropertymgmt.appfolio.com/oportal,pay rent (link),
SoCo Management,soco,https://www.secondnature.com/property-management/soco,2026-03-13,http://homesforrentinriverside.com/,true,AppFolio,https://www.homesforrentinriverside.com/tenant-portal,AppFolio,https://www.homesforrentinriverside.com/owner-statement,tenant portal (link) via page-source,
Softwind Realty LLC,softwind-realty,https://www.secondnature.com/property-management/softwind-realty,2026-03-13,http://softwindpm.com/,true,Rentvine,https://softwindrealtyllc.rentvine.com/portals/resident/,Rentvine,https://www.softwindpm.com/owners,tenant login (link),2026-05-04
Southern Oak Property,southern-oak,https://www.secondnature.com/property-management/southern-oak,2026-03-13,http://southernoakpropertysc.com/,true,Rentvine,,,,,
SOWN Realty Group,sown,https://www.secondnature.com/property-management/sown,2026-03-13,http://sownrg.com/,true,Rentvine,,,,,
Sparrow Property Management,sparrow,https://www.secondnature.com/property-management/sparrow,2026-03-13,http://www.sparrowpropertyga.com/,true,Likely: sparrowpropertyga.com,https://www.sparrowpropertyga.com/login.php?login=1,,,login — unidentified portal,2026-05-18
Spearhead Property Management,spearhead-property,https://www.secondnature.com/property-management/spearhead-property,2026-03-13,http://spearheadpm.com/,false,Confirmed None,,,,exhaustive check — no portal found,
SPM Residential Services,spm-residential,https://www.secondnature.com/property-management/spm-residential,2026-03-13,http://www.wilmingtonforrent.com/,true,AppFolio,,,,,
Spruce Quality Rentals,spruce-quality,https://www.secondnature.com/property-management/spruce-quality,2026-03-13,http://www.sprucequalityrentals.com/,true,Rentvine,,,,,
S & S Property Services,ss-property-services,https://www.secondnature.com/property-management/ss-property-services,2026-03-13,http://sspropertyservice.com/,true,Buildium,http://sspropertyservice.com/,,,page source scan,
Starr Property Management,starr,https://www.secondnature.com/property-management/starr,2026-03-13,http://starrpm.com/,true,Propertyware,https://app.propertyware.com/pw/portals/starrpropertymanagementinc/tenant.action,,,tenant login (link),
Sterling & Associates Real Estate,sterling-and-associates,https://www.secondnature.com/property-management/sterling-and-associates,2026-03-13,http://www.propertymanagementelgin.com/,true,Rentvine,,,,,
A Sterling Approach Property Management,sterling-approach,https://www.secondnature.com/property-management/sterling-approach,2026-03-13,http://asterlingapproach.com/,true,AppFolio,https://sterlingpm.appfolio.com/connect,,,tenant login (link),
Stevens Realty,stevens-realty,https://www.secondnature.com/property-management/stevens-realty,2026-03-13,http://stevensrentals.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?client_id=account-picker&redirect_uri=https%3A%2F%2Faccount.appfolio.com%2Frealms%2Ffoliospace%2Fappfolio%2Faccount-picker%2Flogin-redirect%3Fpath%3D%2F&state=0%2F11febd0d-c853-da2f-1bcb-48074c031fa9&response_type=code&scope=openid,,,tenant login (link),
Stowers Real Estate,stowers,https://www.secondnature.com/property-management/stowers,2026-03-13,http://stowersrealestate.com/,true,Rentvine,,,,,
Strattford Residential,strattford-residential,https://www.secondnature.com/property-management/strattford-residential,2026-03-13,http://strattfordresidential.com/,true,AppFolio,http://strattfordresidential.com/,,,page source scan,
Stutts Properties Inc.,stutts-properties,https://www.secondnature.com/property-management/stutts-properties,2026-03-13,http://www.stuttsproperties.com/,true,AppFolio,,,,,
Sandy U Johnson and Associates,sujanda,https://www.secondnature.com/property-management/sujanda,2026-03-13,http://www.sujanda.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Suncoast Property Management,suncoast,https://www.secondnature.com/property-management/suncoast,2026-03-13,https://suncoastrentals.com/,true,Propertyware,https://app.propertyware.com/pw/portals/suncoastrentals.com/tenant.action,,,resident portal login (link),
SunCoast Properties Carpinteria,suncoast-carpinteria,https://www.secondnature.com/property-management/suncoast-carpinteria,2026-03-13,http://www.westernbuiltconstruction.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Sundance Rental Management,sundance,https://www.secondnature.com/property-management/sundance,2026-03-13,http://www.sundance-rentals.com/,true,AppFolio,,,,,
Sunlight Property Management,sunlight,https://www.secondnature.com/property-management/sunlight,2026-03-13,http://www.sunlightpm.com/,true,Rentvine,,,,,
Sunscape Property Management,sunscape,https://www.secondnature.com/property-management/sunscape,2026-03-13,http://sunscaperentshomes.com/,true,AppFolio,,,,,
Switchback Property Management,switchback,https://www.secondnature.com/property-management/switchback,2026-03-13,http://www.switchbackmanagement.com/,true,AppFolio,https://www.switchbackmanagement.com/residents,,,log in (link) via page-source,
T&H Realty Services,t-and-h,https://www.secondnature.com/property-management/t-and-h,2026-03-13,http://www.threaltyinc.com/,true,Rentvine,,,,,
Tactical Property Services,tactical,https://www.secondnature.com/property-management/tactical,2026-03-13,http://www.vsdrealty.com/tactical-property-services,true,AppFolio,https://www.vsdrealty.com/pay-rent-online,AppFolio,https://www.vsdrealty.com/owner-statement,pay rent online (link) via page-source,
"TD Home Team, Inc.",td-home-team,https://www.secondnature.com/property-management/td-home-team,2026-03-13,http://www.bellevuespropertymanagement.com/,true,Rentvine,,,,,
Test,test,https://www.secondnature.com/property-management/test,2026-03-13,https://seoanseo.ca/,false,Confirmed None,,,,exhaustive check — no portal found,
Example Company,test-company,https://www.secondnature.com/property-management/test-company,2026-03-13,,false,Confirmed None,,,,no website found,
Texas Luxe Realty,texas-luxe,https://www.secondnature.com/property-management/texas-luxe,2026-03-13,http://www.texasluxerealty.com/,true,Likely: texasluxerealty.com,https://www.texasluxerealty.com/login.php?login=1,,,login — unidentified portal,2026-05-18
Texas Property Collective,texas-property-collective,https://www.secondnature.com/property-management/texas-property-collective,2026-03-13,http://www.tpcpm.com/,true,Rentvine,,,,,
"THE Brokerage, A Real Estate Firm®",the-brokerage,https://www.secondnature.com/property-management/the-brokerage,2026-03-13,http://www.thebrokerage.vegas/,false,Confirmed None,,,,exhaustive check — no portal found,
The Bryants Company,the-bryants-company,https://www.secondnature.com/property-management/the-bryants-company,2026-03-13,http://thebryantsco.com/,false,Confirmed None,,,,exhaustive check — no portal found,
"Weichert, Realtors - The Coffey Group",the-coffey-group,https://www.secondnature.com/property-management/the-coffey-group,2026-03-13,http://www.coffeygroup.net/,true,Buildium,https://thecoffeygroup.managebuilding.com/Resident/portal/login,Buildium,https://thecoffeygroup.managebuilding.com/Manager/public/authentication/login?ReturnUrl=%2Fmanager%2F,tenant portal (link),
The Perfect Apt,the-perfect-apt,https://www.secondnature.com/property-management/the-perfect-apt,2026-03-13,http://theperfectapt.com/,false,Confirmed None,,,,exhaustive check — no portal found,
The Realty Factor INC,the-realty-factor,https://www.secondnature.com/property-management/the-realty-factor,2026-03-13,http://therealtyfactor.com/,false,Confirmed None,,,,exhaustive check — no portal found,
The REIF,the-reif,https://www.secondnature.com/property-management/the-reif,2026-03-13,http://www.flintpropertymanagementinc.com/,false,Confirmed None,,,,exhaustive check — no portal found,
The Space Company,the-space-company,https://www.secondnature.com/property-management/the-space-company,2026-03-13,http://thespacecompany.com/,true,Rentvine,,,,,
Tide Property Management,tide,https://www.secondnature.com/property-management/tide,2026-03-13,http://www.charlestonspropertymanagement.com/,true,AppFolio,,,,,
Titan Property Management,titan,https://www.secondnature.com/property-management/titan,2026-03-13,http://rentwithtitan.com/,true,Buildium,https://titan100.managebuilding.com/Resident/public/home,,,resident login (link),
Tons of Rentals,tons-of-rentals,https://www.secondnature.com/property-management/tons-of-rentals,2026-03-13,http://www.tonsofrentals.com/,true,AppFolio,,,,,
Top Gun CRE,top-gun-cre,https://www.secondnature.com/property-management/top-gun-cre,2026-03-13,http://www.topguncre.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Total Commercial Real Estate,total-commercial,https://www.secondnature.com/property-management/total-commercial,2026-03-13,http://tcrecorp.com/,true,AppFolio,http://tcrecorp.com/,,,page source scan,
Touchstone Property Management - OR,touchstone-or,https://www.secondnature.com/property-management/touchstone-or,2026-03-13,,false,Confirmed None,,,,no website found,
Traverse Property Management,traverse,https://www.secondnature.com/property-management/traverse,2026-03-13,http://www.traversepm.com/,true,Rentvine,,,,,
Trend Property Management,trend,https://www.secondnature.com/property-management/trend,2026-03-13,http://www.trendpm.net/,true,AppFolio,https://trendpropertymanagement.appfolio.com/connect/users/sign_in?portfolio_uuid=,,,tenant login (link),
Tri-Star Management Group,tri-star,https://www.secondnature.com/property-management/tri-star,2026-03-13,http://tristarmanagementgroupllc.managebuilding.com/,true,Buildium,https://tristarmanagementgroupllc.managebuilding.com/Resident/apps/portal,,,sign in (link),
Trinity Property Management,trinity,https://www.secondnature.com/property-management/trinity,2026-03-13,http://trinitypmsc.com/,true,AppFolio,,,,,
Truhome Property Solutions,truhome-property,https://www.secondnature.com/property-management/truhome-property,2026-03-13,http://www.truhomeproperties.com/,true,AppFolio,,,,,
TSA Property Management,TSA,https://www.secondnature.com/property-management/TSA,2026-03-13,http://thestilesagency.com/,false,Confirmed None,,,,exhaustive check — no portal found,
"T-Square Real Estate Services, Inc.",tsquare,https://www.secondnature.com/property-management/tsquare,2026-03-13,http://tsquareproperties.net/,true,AppFolio,,,,,
Turn Key Up Investments,turn-key-up,https://www.secondnature.com/property-management/turn-key-up,2026-03-13,http://www.turnkeyreonline.com/,true,AppFolio,https://www.turnkeyreonline.com/tenant-portal,AppFolio,https://www.turnkeyreonline.com/owner-statement,pay rent online (link) via page-source,
Turnkey Rentals,turnkey-rentals,https://www.secondnature.com/property-management/turnkey-rentals,2026-03-13,,false,Confirmed None,,,,no website found,
Twelve Rivers Management,twelve-rivers,https://www.secondnature.com/property-management/twelve-rivers,2026-03-13,http://twelveriversmanagement.com/,true,AppFolio,,,,,
UNLimited RE Colorado,unlimited-re-colorado,https://www.secondnature.com/property-management/unlimited-re-colorado,2026-03-13,http://www.unlimitedreco.com/,true,Rentvine,,,,,
Unlimited Property Solutions,ups-wilmington,https://www.secondnature.com/property-management/ups-wilmington,2026-03-13,http://www.upswilmington.com/,true,AppFolio,,,,,
USKO Properties,usko,https://www.secondnature.com/property-management/usko,2026-03-13,http://www.uskoproperties.com/,true,Rentvine,,,,,
Valley Fair Realty,valley-fair,https://www.secondnature.com/property-management/valley-fair,2026-03-13,http://www.valleyfairrentals.com/,true,AppFolio,https://www.valleyfairrentals.com/residents,AppFolio,https://www.valleyfairrentals.com/owners,resident portal (link) via page-source,
Valley Income Properties,valley-income-properties,https://www.secondnature.com/property-management/valley-income-properties,2026-03-13,http://valleyincome.com/,true,AppFolio,https://valleyincome.com/resident-portal/,AppFolio,https://valleyincome.com/property-owners-and-investors/,resident portal (link) (content match),2026-04-20
Valleywide Property Management,valleywide,https://www.secondnature.com/property-management/valleywide,2026-03-13,http://valleywidepm.com/,true,Buildium,https://valleywidepm.com/tenants/pay-rent/,,,pay rent (link) via page-source,
Veno Properties LLC,veno,https://www.secondnature.com/property-management/veno,2026-03-13,http://www.venoproperties.com/,true,AppFolio,,,,,
Vesta PM,vesta,https://www.secondnature.com/property-management/vesta,2026-03-13,,false,Confirmed None,,,,no website found,
VIP Management,vip-management,https://www.secondnature.com/property-management/vip-management,2026-03-13,http://vippropertyinc.com/,true,AppFolio,http://vippropertyinc.com/,AppFolio,https://www.vippropertyinc.com/owner-statement,page source scan,
"Virginia Premier Investments, LLC",virginia-premier,https://www.secondnature.com/property-management/virginia-premier,2026-03-13,http://www.virginiapremierinvestments.com/,true,AppFolio,https://www.virginiapremierinvestments.com/tenant/tenant-portal,,,tenant portal (link) via page-source,
Wanda G Roberts Realty,wanda-roberts,https://www.secondnature.com/property-management/wanda-roberts,2026-03-13,http://wandagroberts.com/,false,Error,,,,site unreachable,
Watson Realty Corp.,watson-realty,https://www.secondnature.com/property-management/watson-realty,2026-03-13,http://www.watsonrealtycorp.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Watts Family Properties,watts-family,https://www.secondnature.com/property-management/watts-family,2026-03-13,http://wattsfamilyproperties.com/,true,AppFolio,https://www.wattsfamilyproperties.com/#TENANTS,,,tenant portal (link) via page-source,
WCR,wcr,https://www.secondnature.com/property-management/wcr,2026-03-13,,false,Confirmed None,,,,no website found,
West USA Realty,west-usa-realty,https://www.secondnature.com/property-management/west-usa-realty,2026-03-13,http://allyprops.com/,false,Error,,,,site unreachable,
Westbank Management,westbank-mgmt,https://www.secondnature.com/property-management/westbank-mgmt,2026-03-13,http://westbankmanagement.com/,true,AppFolio,https://www.westbankmanagement.com/tenants,AppFolio,https://westbank.appfolio.com/oportal/users/log_in,tenants (link) (source scan),
Wilder Property Management,wilder,https://www.secondnature.com/property-management/wilder,2026-03-13,http://wilderpm.com/,true,Rent Manager,https://erawr.twa.rentmanager.com/,,,tenant login (link),
Wilmoth Group,wilmoth-group,https://www.secondnature.com/property-management/wilmoth-group,2026-03-13,http://wilmothgroup.com/,true,Rentvine,,,,,
WiseDoor Property Management,wisedoor,https://www.secondnature.com/property-management/wisedoor,2026-03-13,http://wisedoorpm.com/,true,AppFolio,https://wisedoorpm.com/tenants/pay-rent/,,,pay rent (link) via page-source,
Won Realty,won-realty,https://www.secondnature.com/property-management/won-realty,2026-03-13,http://winwithwon.com/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/wonrealtyllc,,,tenant portal login (link),
Your Neighborhood Realty,your-neighborhood-realty,https://www.secondnature.com/property-management/your-neighborhood-realty,2026-03-13,http://www.ynrhomes.com/,true,Likely: ynrhomes.com,https://www.ynrhomes.com/organizer/saved/searches/64656,,,login/signup — unidentified portal,
Zest Property Management,zest,https://www.secondnature.com/property-management/zest,2026-03-13,http://zestpm.com/,true,AppFolio,https://zestpropertymanagement.appfolio.com/connect,,,pay now (link),2026-04-20
Ainsworth Property Management,ainsworth,https://www.secondnature.com/property-management/ainsworth,2026-03-23,http://www.ainsworthpropertymanagement.com/,true,AppFolio,https://ainsworthpm.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.ainsworthpropertymanagement.com/#OWNERS,pay rent (link),2026-04-15
Berkshire Hathaway Homeservices Enchanted Lands,bhh-enchanted-lands,https://www.secondnature.com/property-management/bhh-enchanted-lands,2026-03-23,http://enchantedlandshomes.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Circle Sage Property Management,circle-sage,https://www.secondnature.com/property-management/circle-sage,2026-03-23,http://circlesage.com/,true,Buildium,https://circlesage.managebuilding.com/Resident/public/home,,,tenant login (link),2026-04-15
Compass Property Management Group,compass,https://www.secondnature.com/property-management/compass,2026-03-23,http://www.compasspropertymanager.com/,true,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/compasspropertymanagementgroup,Propertyware,https://app.propertyware.com/pw/index.html#/login/tenant/compasspropertymanagementgroup,tenant portals (link),2026-04-15
Danari Management,danari,https://www.secondnature.com/property-management/danari,2026-03-23,http://www.danarimanagement.com/,true,AppFolio,https://danarimanagement.appfolio.com/connect/users/sign_in,AppFolio,https://danarimanagement.appfolio.com/oportal/users/log_in,tenants (link),2026-04-15
ERA Brokers Consolidated,era-brokers,https://www.secondnature.com/property-management/era-brokers,2026-03-23,http://erabrokers.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Habitue Homes,habitue,https://www.secondnature.com/property-management/habitue,2026-03-23,http://www.habituehomes.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Solid Ground Realty,solid-grounds,https://www.secondnature.com/property-management/solid-grounds,2026-03-23,http://solidgroundrealtors.com/,true,Likely: solidgroundrealtors.com,https://www.solidgroundrealtors.com/login.php?login=1,,,sign in — unidentified portal,2026-05-18
DoorBell Property Management,doorbell,https://www.secondnature.com/property-management/doorbell,2026-04-06,http://www.tulsaspropertymanagement.com/,true,Rentvine,https://doorbellpropertymanagement.rentvine.com/resident,Rentvine,https://www.tulsaspropertymanagement.com/owners,resident login (link),2026-04-15
New South Realtors,new-south,https://www.secondnature.com/property-management/new-south,2026-04-06,http://welcometohuntsville.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Casa Haven Property Management,casa-haven,https://www.secondnature.com/property-management/casa-haven,2026-04-13,http://casahavenpm.com/,true,AppFolio,http://casahaven.appfolio.com/connect,AppFolio,https://www.casahavenpm.com/investors,sign in (link),2026-04-15
Castle Property Management,castle,https://www.secondnature.com/property-management/castle,2026-04-13,http://castlepm.com/,true,AppFolio,https://castlepm.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,AppFolio,https://castlepm.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,tenant portal (link),2026-04-15
Harvest Investments,harvest-investments,https://www.secondnature.com/property-management/harvest-investments,2026-04-13,http://www.harvestpropertymgmt.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Hoosier Homes Management LLC,hoosier-homes,https://www.secondnature.com/property-management/hoosier-homes,2026-04-13,http://www.hoosier-homes.com/,true,AppFolio,https://hoosierhomes.appfolio.com/connect/users/sign_in/,,,resident login (link),2026-04-15
"Peach Blossom Properties, LLC",peach-blossom,https://www.secondnature.com/property-management/peach-blossom,2026-04-13,http://www.peachblossomproperties.com/,true,Rentvine,https://www.peachblossomproperties.com/tenants,Rentvine,https://www.peachblossomproperties.com/owners,tenants (link) (content match),2026-04-15
Peake Management,peake,https://www.secondnature.com/property-management/peake,2026-04-13,http://peakeinc.com/,true,AppFolio,https://peakerealestate.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,AppFolio,https://peakerealestate.appfolio.com/oportal/users/log_in?a=cw&utm_source=apmsites_v3&utm_campaign=oportal_login,tenant portal (link),2026-04-15
PL Management Company,pl-mgmt,https://www.secondnature.com/property-management/pl-mgmt,2026-04-13,http://www.plmanagementco.com/,true,AppFolio,https://plmgmtcompany.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://plmgmtcompany.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,pay rent (link),2026-04-15
Poised Properties,poised,https://www.secondnature.com/property-management/poised,2026-04-13,http://www.poisedproperties.com/,true,AppFolio,https://account.appfolio.com/resident/sign-in,AppFolio,https://poisedproperties.com/for-owners/,go to resident portal (link),2026-04-15
Resys Real Estate,resys,https://www.secondnature.com/property-management/resys,2026-04-13,http://resyslv.com/,true,AppFolio,https://www.resyslv.com/tenants,,,direct path /tenants (source),2026-04-15
Soldiers Of Real Estate,soldiers-of-re,https://www.secondnature.com/property-management/soldiers-of-re,2026-04-13,http://soldiersofrealestate.com/,true,Likely: shawn4.revela.co,https://shawn4.revela.co/tenants/login,,,for tenants — unidentified portal,2026-04-15
Sparks and Company Real Estate,sparks-and-co,https://www.secondnature.com/property-management/sparks-and-co,2026-04-13,http://sparkssolutionsproperties.com/,true,AppFolio,https://www.sparkssolutionsproperties.com/tenants,AppFolio,https://www.sparkssolutionsproperties.com/owners,tenant login (link) (content match),2026-04-15
Stone & Browning Property Management,stone-browning,https://www.secondnature.com/property-management/stone-browning,2026-04-13,http://stonebrowningpm.com/,true,AppFolio,https://stonebrown.appfolio.com/connect/users/sign_in,AppFolio,https://stonebrown.appfolio.com/connect/users/sign_in,pay rent (link),2026-04-15
Synergy Property Management,synergy,https://www.secondnature.com/property-management/synergy,2026-04-13,http://synergypropmgmt.com/,true,Rentvine,https://synergypropertymanagement.rentvine.com/portals/resident/,Rentvine,https://synergypropertymanagement.rentvine.com/portals/resident/,pay rent (link),2026-04-15
Threshold Property Group,threshold,https://www.secondnature.com/property-management/threshold,2026-04-13,http://bloom-property-space.lovable.app/,false,Confirmed None,,,,exhaustive check — no portal found,
Triangle Specialist,triangle-specialist,https://www.secondnature.com/property-management/triangle-specialist,2026-04-13,http://www.raleighrentalproperties.com/,true,AppFolio,https://trispec.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.raleighrentalproperties.com/owner-statement,pay rent (link),2026-04-15
Virginia Property Management Group,virginia,https://www.secondnature.com/property-management/virginia,2026-04-13,http://virginiapropertymanagementgroup.com/,true,AppFolio,https://vapropertymgmtgroup.appfolio.com/connect/users/sign_in,AppFolio,https://vapropertymgmtgroup.appfolio.com/oportal/users/log_in,tenant portal (link),2026-04-15
Bluegrass Rental Management,bluegrass,https://www.secondnature.com/property-management/bluegrass,2026-04-20,,false,Confirmed None,,,,no website found,
Prestige Management,prestige,https://www.secondnature.com/property-management/prestige,2026-04-20,http://www.rentals219.com/,true,AppFolio,https://listingleadersprestige.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.rentfromprestige.com/resident-portal,pay rent (link),2026-04-20
Prosperiti Management,prosperiti,https://www.secondnature.com/property-management/prosperiti,2026-04-20,http://prosperiti.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Real Solutions Realty Company,real-solutions,https://www.secondnature.com/property-management/real-solutions,2026-04-20,http://realsolutionsrentals.com/,true,AppFolio,https://erarealsolutionscincy.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.realsolutionsrentals.com/owners-faqs,pay rent (link),2026-04-20
Residential Premier Real Estate,residential-premier,https://www.secondnature.com/property-management/residential-premier,2026-04-20,http://residentialpremier.com/,false,Confirmed None,,,,exhaustive check — no portal found,
ROI Asset and Property Management,roi,https://www.secondnature.com/property-management/roi,2026-04-20,http://roiampm.com/,true,AppFolio,https://roiapm.appfolio.com/connect/users/sign_in,AppFolio,https://roiapm.appfolio.com/oportal/users/log_in,residents portal (link),2026-04-20
Invest Idaho Management,invest-idaho,https://www.secondnature.com/property-management/invest-idaho,2026-04-27,http://investidahomanagement.com/,true,AppFolio,https://investidahomgmt.appfolio.com/connect/users/sign_in,AppFolio,https://www.investidahomgmt.com/owners,tenant login (link),2026-04-27
Spearhead Properties - Austin,spearhead-austin,https://www.secondnature.com/property-management/spearhead-austin,2026-04-27,http://www.spearheadproperties.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Spearhead Property Management - San Antonio,spearhead-san-antonio,https://www.secondnature.com/property-management/spearhead-san-antonio,2026-04-27,http://spearheadpm.com/,false,Confirmed None,,,,exhaustive check — no portal found,
ANE Property Management Inc.,ane,https://www.secondnature.com/property-management/ane,2026-05-11,http://www.managewithane.com/#1915552452,true,AppFolio,https://managewithane.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,,,pay rent (link),2026-05-11
Countryside Property Management,countryside,https://www.secondnature.com/property-management/countryside,2026-05-11,http://www.countrysidepm.com/,true,AppFolio,https://countryside.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.countrysidepm.com/owners,pay rent (link),2026-05-11
Generation Property Management,generation,https://www.secondnature.com/property-management/generation,2026-05-11,http://www.generationmgt.com/,true,AppFolio,https://generationpm.appfolio.com/connect,AppFolio,https://www.generationmgt.com/investors,pay rent (link),2026-05-11
Maryland Property Management,marylandpm,https://www.secondnature.com/property-management/marylandpm,2026-05-11,http://www.marylandpm.com/,true,Buildium,https://propertymgtmd.managebuilding.com/Resident/portal/login,Buildium,https://propertymgtmd.managebuilding.com/manager,tenant portal (link),2026-05-11
My Management Company,my-management-company,https://www.secondnature.com/property-management/my-management-company,2026-05-11,http://rentmeidaho.com/,true,Propertyware,https://app.propertyware.com/pw/portals/krppropertyinvestmentsllc/tenant.action,,,resident portal login (link),2026-05-11
N3ST Management LLC,n3st,https://www.secondnature.com/property-management/n3st,2026-05-11,http://www.n3stpropertymanagement.com/,true,Rentvine,https://n3stmanagement.rentvine.com/portals/resident/,Rentvine,https://www.n3stpropertymanagement.com/owners,resident login (link),2026-05-11
"Onward Property Management, LLC",onward,https://www.secondnature.com/property-management/onward,2026-05-11,http://www.onward-propertiesco.com/,true,AppFolio,https://www.onward-propertiesco.com/residents,AppFolio,https://www.onward-propertiesco.com/residents,residents (link) (content match),2026-05-11
"Pinnacle Realty, LLC",pinnacle-realty,https://www.secondnature.com/property-management/pinnacle-realty,2026-05-11,http://www.pinnaclerealtyrentals.com/,true,AppFolio,https://pinrealty.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.pinnaclerealtyrentals.com/#OWNERS,pay rent (link),2026-05-11
R1 Realty One Of New Mexico,r1,https://www.secondnature.com/property-management/r1,2026-05-11,http://newmexico.r1realestatepros.com/albuquerque,false,Confirmed None,,,,exhaustive check — no portal found,
Silver Tree Management,silver-tree,https://www.secondnature.com/property-management/silver-tree,2026-05-11,http://www.silvertreemanagement.com/,true,Rentvine,https://silvertree.rentvine.com/portals/resident/,Rentvine,https://silvertree.rentvine.com/portals/owner/,tenant portal (link),2026-05-11
Southern Choice Properties,southern-choice,https://www.secondnature.com/property-management/southern-choice,2026-05-11,http://www.southernchoiceproperties.net/,true,Likely: southernchoiceproperties.net,https://www.southernchoiceproperties.net/tenants/,,,tenants — unidentified portal,2026-05-11
Vital Homes Property Management,vital-homes,https://www.secondnature.com/property-management/vital-homes,2026-05-11,http://vitalhomespm.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?activation_state&client_id=client-4b52e94b-13a5-4bab-b95f-d91dbd907336&portfolio_uuid&redirect_uri=https%3A%2F%2Fvitalhomespropertymgmt.appfolio.com%2Fconnect%2Fusers%2Foauth%2Fcallback&response_type=code&scope=openid+offline_access&session_timed_out=false&state,AppFolio,https://vitalhomespropertymgmt.appfolio.com/oportal/users/log_in,resident portal (link),2026-05-11
Botanical Property Management,botanical,https://www.secondnature.com/property-management/botanical,2026-05-25,http://botanicalpropertymgmt.com/,true,AppFolio,https://botanicalpropertymgmt.appfolio.com/listings,,,apply now (link),2026-05-25
Brick and Beam Property Management,brick-and-beam,https://www.secondnature.com/property-management/brick-and-beam,2026-05-25,http://brickandbeampm.com/,true,AppFolio,https://brickandbeam.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.brickandbeampm.com/#OWNERS,pay rent (link),2026-05-25
"First Properties of the Carolinas, Inc",fpotc,https://www.secondnature.com/property-management/fpotc,2026-05-25,http://fpotc.com/,true,AppFolio,https://firstpmc.appfolio.com/connect/users/sign_in,AppFolio,https://firstpmc.appfolio.com/oportal/users/log_in,pay rent (link),2026-05-25
GoGo Property Management,gogo,https://www.secondnature.com/property-management/gogo,2026-05-25,http://gogopm.com/,true,Buildium,https://gogopm.managebuilding.com/Resident/portal/login,Buildium,https://www.gogopm.com/owners,tenants (link),2026-05-25
